energy (eV),73180->73180,73180->8016,8016->73180,8016->8016
896279,2470.38,1551.97,410.063,241.549
941093,2582.11,1622.1,414.619,243.953
988147,2698.54,1695.17,419.09,246.308
1.03755e+06,2819.81,1771.25,423.476,248.616
1.08943e+06,2946.09,1850.46,427.781,250.876
1.1439e+06,3077.57,1932.92,432.005,253.091
1.2011e+06,3214.41,2018.72,436.152,255.261
1.26115e+06,3356.79,2107.97,440.224,257.389
1.32421e+06,3504.89,2200.8,444.223,259.476
1.39042e+06,3658.88,2297.29,448.154,261.524
1.45994e+06,3818.95,2397.58,452.019,263.534
1.53294e+06,3985.27,2501.76,455.822,265.508
1.60959e+06,4158.02,2609.94,459.565,267.449
1.69007e+06,4337.37,2722.24,463.253,269.358
1.77457e+06,4523.52,2838.77,466.889,271.236
1.8633e+06,4716.62,2959.63,470.477,273.087
1.95646e+06,4916.85,3084.92,474.02,274.911
2.05429e+06,5124.38,3214.76,477.521,276.712
2.157e+06,5339.37,3349.24,480.985,278.49
2.26485e+06,5561.99,3488.46,484.414,280.247
2.37809e+06,5792.38,3632.51,487.813,281.985
2.497e+06,6030.69,3781.48,491.183,283.707
2.62185e+06,6277.07,3935.46,494.529,285.413
2.75294e+06,6531.64,4094.53,497.853,287.105
2.89059e+06,6794.53,4258.76,501.159,288.785
3.03512e+06,7065.84,4428.22,504.448,290.453
3.18687e+06,7345.68,4602.96,507.723,292.112
3.34622e+06,7634.14,4783.05,510.986,293.762
3.51353e+06,7931.29,4968.52,514.241,295.405
3.68921e+06,8237.2,5159.41,517.488,297.041
3.87367e+06,8551.92,5355.76,520.729,298.672
4.06735e+06,8875.48,5557.57,523.966,300.298
4.27072e+06,9207.9,5764.86,527.201,301.92
4.48425e+06,9549.17,5977.62,530.435,303.539
4.70846e+06,9899.13,6195.74,533.669,305.155
4.94389e+06,10257.7,6419.14,536.904,306.769
5.19108e+06,10624.7,6647.8,540.142,308.382
5.45064e+06,11000.2,6881.67,543.383,309.994
5.72317e+06,11384.1,7120.67,546.629,311.606
6.00933e+06,11776.1,7364.72,549.88,313.217
6.30979e+06,12176.3,7613.74,553.138,314.829
6.62528e+06,12584.4,7867.62,556.403,316.443
6.95655e+06,13000.2,8126.24,559.677,318.057
7.30437e+06,13423.6,8389.47,562.95,319.669
7.66959e+06,13854.3,8657.18,566.221,321.277
8.05307e+06,14292,8929.21,569.491,322.882
8.45573e+06,14736.7,9205.41,572.763,324.486
8.87851e+06,15187.8,9485.59,576.039,326.089
9.32244e+06,15645.3,9769.59,579.322,327.692
9.78856e+06,16108.8,10057.2,582.613,329.297
1e+07,16309.2,10181.5,584.058,330.001
