energy (eV),92238->92238,92238->6012,6012->92238,6012->6012
216.235,5.99536,0,1.04212,1.17314
227.047,6.26532,0,1.12691,1.20221
238.399,6.54798,0,1.21673,1.23309
250.319,6.84348,0,1.31182,1.26565
262.835,7.15275,0,1.41251,1.29996
275.977,7.4761,0,1.51899,1.33599
289.775,7.81453,0,1.6317,1.37392
304.264,8.16833,0,1.75086,1.41368
319.477,8.53862,0,1.87683,1.4552
335.451,8.92639,0.000872461,2.01007,1.49872
352.224,9.33179,0.0054493,2.15076,1.54414
369.835,9.75603,0.012267,2.29955,1.59164
388.327,10.1999,0.0209837,2.45665,1.64116
407.743,10.6642,0.0315179,2.6226,1.69273
428.13,11.1499,0.0438495,2.79776,1.74654
449.537,11.6581,0.0579478,2.98268,1.8025
472.014,12.1898,0.0737945,3.17783,1.86074
495.614,12.7462,0.0913948,3.38375,1.92128
520.395,13.3284,0.110766,3.60101,1.98428
546.415,13.9376,0.131934,3.83018,2.0497
573.736,14.5752,0.154934,4.07189,2.11762
602.422,15.2425,0.179808,4.32677,2.18816
632.544,15.9409,0.206602,4.59548,2.26131
664.171,16.6721,0.235372,4.87873,2.33726
697.379,17.4373,0.266182,5.17725,2.41602
732.248,18.2385,0.299119,5.49182,2.49766
768.861,19.0769,0.334277,5.82323,2.58225
807.304,19.9547,0.371762,6.17234,2.66992
847.669,20.8734,0.411687,6.54002,2.76071
890.052,21.835,0.45417,6.92717,2.85471
934.555,22.8417,0.499344,7.33475,2.95197
981.283,23.8954,0.547344,7.76378,3.05262
1030.35,24.9985,0.598318,8.2153,3.15676
1081.86,26.1532,0.65242,8.6904,3.26443
1135.96,27.3621,0.709813,9.19024,3.37571
1192.76,28.6276,0.77067,9.71601,3.49073
1252.39,29.9525,0.835172,10.269,3.60956
1315.01,31.3395,0.903513,10.8504,3.73226
1380.76,32.7916,0.975894,11.4616,3.85894
1449.8,34.3119,1.05253,12.1039,3.9897
1522.29,35.9035,1.13363,12.7789,4.1246
1598.41,37.5699,1.21945,13.4881,4.26373
1678.33,39.3146,1.31024,14.233,4.40715
1762.24,41.1412,1.40624,15.0154,4.55499
1850.35,43.0539,1.50775,15.8368,4.70731
1942.87,45.0564,1.61503,16.6992,4.86421
2040.02,47.1531,1.72841,17.6043,5.02578
2142.02,49.3484,1.84819,18.5541,5.19211
2249.12,51.647,1.97472,19.5505,5.36332
2361.57,54.0537,2.10833,20.5956,5.53947
2479.65,56.5737,2.24941,21.6915,5.7207
2603.63,59.2124,2.39834,22.8405,5.90706
2733.82,61.9753,2.55552,24.0448,6.09869
2870.51,64.8684,2.72139,25.3068,6.2957
3014.03,67.8976,2.89639,26.6289,6.49816
3164.73,71.0696,3.08099,28.0136,6.7062
3322.97,74.3912,3.27569,29.4636,6.91989
3489.12,77.8693,3.481,30.9814,7.13937
3663.58,81.5114,3.69747,32.57,7.36472
3846.75,85.325,3.92567,34.2321,7.59604
4039.09,89.3185,4.1662,35.9706,7.83346
4241.05,93.5002,4.41968,37.7886,8.07706
4453.1,97.879,4.68677,39.6892,8.32694
4675.75,102.464,4.96816,41.6755,8.5832
4909.54,107.266,5.26458,43.7508,8.84593
5155.02,112.294,5.57678,45.9184,9.11524
5412.77,117.559,5.90556,48.1817,9.39123
5683.41,123.073,6.25175,50.5443,9.67399
5967.58,128.846,6.61621,53.0097,9.96363
6265.96,134.892,6.99988,55.5815,10.2602
6579.26,141.223,7.4037,58.2635,10.5639
6908.22,147.853,7.82867,61.0593,10.8748
7253.63,154.796,8.27586,63.973,11.1929
7616.31,162.066,8.74635,67.0083,11.5183
7997.13,169.68,9.24131,70.1692,11.8512
8396.98,177.652,9.76194,73.4598,12.1917
8816.83,186.001,10.3095,76.8841,12.5399
9257.67,194.743,10.8853,80.4462,12.8957
9720.56,203.898,11.4908,84.1502,13.2595
10206.6,213.485,12.1273,88.0003,13.6312
10716.9,223.525,12.7965,92.0008,14.0109
11252.8,234.037,13.4999,96.1557,14.3988
11815.4,245.046,14.2391,100.469,14.795
12406.2,256.574,15.016,104.946,15.1995
13026.5,268.646,15.8322,109.59,15.6125
13677.8,281.288,16.6898,114.405,16.034
14361.7,294.525,17.5907,119.396,16.4643
15079.8,308.387,18.5371,124.566,16.9032
15833.8,322.902,19.531,129.92,17.3511
16625.5,338.101,20.5748,135.462,17.8079
17456.7,354.017,21.6708,141.196,18.2738
18329.6,370.683,22.8216,147.126,18.7489
19246,388.135,24.0298,153.255,19.2333
20208.3,406.408,25.298,159.587,19.7271
21218.8,425.543,26.6292,166.126,20.2303
22279.7,445.579,28.0264,172.875,20.7431
23393.7,466.558,29.4926,179.838,21.2656
24563.4,488.525,31.0311,187.018,21.7978
25791.5,511.525,32.6454,194.417,22.3398
27081.1,535.609,34.3389,202.039,22.8918
28435.2,560.825,36.1155,209.886,23.4538
29856.9,587.227,37.979,217.961,24.0258
31349.8,614.871,39.9335,226.266,24.6079
32917.3,643.874,41.9875,234.807,25.2005
34563.1,674.155,44.1354,243.577,25.8031
36291.3,705.875,46.3887,252.582,26.4159
38105.8,739.164,48.7569,261.829,27.0393
40011.1,773.913,51.2323,271.308,27.6727
42011.7,810.312,53.8285,281.025,28.3165
44112.3,848.509,56.5563,290.985,28.9708
46317.9,888.385,59.4073,301.179,29.6352
48633.8,930.146,62.3963,311.611,30.3099
51065.5,973.962,65.5357,322.286,30.995
53618.7,1019.72,68.8171,333.193,31.6902
56299.7,1067.71,72.2621,344.34,32.3956
59114.7,1117.86,75.8648,355.718,33.111
62070.4,1170.44,79.6452,367.331,33.8364
65173.9,1225.39,83.5992,379.172,34.5716
68432.6,1282.99,87.7463,391.243,35.3166
71854.2,1343.2,92.0847,403.537,36.0711
75447,1406.29,96.6329,416.055,36.8351
79219.3,1472.27,101.392,428.791,37.6084
83180.3,1541.37,106.378,441.742,38.3907
87339.3,1613.65,111.597,454.903,39.1819
91706.2,1689.32,117.062,468.272,39.9819
96291.6,1768.48,122.782,481.842,40.7902
101106,1851.35,128.771,495.61,41.6068
106161,1938.03,135.038,509.568,42.4312
111470,2028.78,141.6,523.714,43.2634
117043,2123.68,148.465,538.041,44.103
122895,2223.04,155.653,552.543,44.9497
129040,2326.93,163.17,567.213,45.8032
135492,2435.69,171.041,582.048,46.6632
142266,2549.41,179.272,597.037,47.5293
149380,2668.46,187.888,612.178,48.4014
156849,2792.91,196.897,627.446,49.278
164691,2923.19,206.327,642.812,50.1577
172926,3059.37,216.185,658.259,51.0393
181572,3201.92,226.504,673.775,51.9223
190651,3350.9,237.287,689.346,52.8061
200183,3506.84,248.575,704.961,53.6899
210192,3669.8,260.369,720.604,54.573
220702,3840.37,272.713,736.266,55.4549
231737,4018.57,285.609,751.93,56.3348
243324,4205.1,299.105,767.586,57.212
255490,4399.93,313.201,783.218,58.0858
268265,4603.86,327.952,798.814,58.9555
281678,4817.15,343.379,814.362,59.8206
295762,5039.72,359.475,829.847,60.6802
310550,5272.72,376.322,845.246,61.5331
326077,5516.4,393.938,860.515,62.377
342381,5770.58,412.31,875.642,63.2111
359500,6036.65,431.539,890.62,64.0353
377475,6314.87,451.641,905.44,64.8491
396349,6604.95,472.597,920.094,65.6521
416167,6908.57,494.527,934.577,66.4441
436975,7226.01,517.45,948.884,67.2248
458824,7557.69,541.397,963.008,67.9939
481765,7904.18,566.408,976.947,68.7514
505853,8266.08,592.526,990.696,69.4971
531146,8643.98,619.793,1004.25,70.2309
557703,9038.53,648.256,1017.62,70.9527
585588,9450.46,677.966,1030.79,71.6627
614868,9880.49,708.976,1043.76,72.3607
645611,10329.4,741.337,1056.55,73.047
677891,10797.9,775.106,1069.14,73.7216
711786,11286.7,810.338,1081.54,74.3848
747375,11796.9,847.092,1093.75,75.0366
784744,12329.1,885.428,1105.78,75.6774
823981,12884.2,925.408,1117.64,76.3075
865180,13463.1,967.096,1129.32,76.9271
908439,14066.9,1010.56,1140.83,77.5366
953861,14696.3,1055.86,1152.19,78.1363
1.00155e+06,15352.4,1103.08,1163.39,78.7268
1.05163e+06,16036.1,1152.27,1174.44,79.3083
1.10421e+06,16748.6,1203.52,1185.36,79.8815
1.15942e+06,17490.8,1256.9,1196.14,80.4467
1.2174e+06,18263.9,1312.49,1206.81,81.0044
1.27827e+06,19068.8,1370.35,1217.36,81.5552
1.34218e+06,19906.8,1430.59,1227.82,82.0996
1.40929e+06,20779,1493.26,1238.18,82.6381
1.47975e+06,21686.5,1558.46,1248.46,83.1713
1.55374e+06,22630.5,1626.27,1258.68,83.6998
1.63143e+06,23612.1,1696.78,1268.83,84.2242
1.713e+06,24632.7,1770.06,1278.94,84.7449
1.79865e+06,25693.4,1846.21,1289.01,85.2627
1.88858e+06,26795.5,1925.32,1299.05,85.778
1.98301e+06,27940.1,2007.46,1309.08,86.2915
2.08216e+06,29128.6,2092.74,1319.1,86.8037
2.18627e+06,30362.1,2181.22,1329.13,87.3151
2.29558e+06,31641.9,2273.02,1339.18,87.8263
2.41036e+06,32969.3,2368.2,1349.26,88.3378
2.53088e+06,34345.4,2466.86,1359.37,88.85
2.65742e+06,35771.5,2569.08,1369.53,89.3635
2.79029e+06,37248.7,2674.95,1379.74,89.8788
2.92981e+06,38778.2,2784.54,1390.02,90.3961
3.0763e+06,40361.2,2897.95,1400.38,90.916
3.23011e+06,41998.7,3015.23,1410.81,91.4388
3.39162e+06,43691.9,3136.48,1421.33,91.9647
3.5612e+06,45441.7,3261.76,1431.94,92.4943
3.73926e+06,47249.2,3391.14,1442.66,93.0276
3.92622e+06,49115.2,3524.68,1453.48,93.565
4.12253e+06,51040.6,3662.44,1464.41,94.1068
4.32866e+06,53026.3,3804.49,1475.45,94.653
4.54509e+06,55072.9,3950.86,1486.62,95.2039
4.77235e+06,57181.1,4101.6,1497.91,95.7596
5.01097e+06,59350.4,4256.69,1509.29,96.3188
5.26151e+06,61581.2,4416.13,1520.76,96.8812
5.52459e+06,63873.9,4579.96,1532.33,97.4471
5.80082e+06,66228.8,4748.18,1544,98.0168
6.09086e+06,68645.9,4920.82,1555.79,98.5906
6.3954e+06,71125.2,5097.86,1567.69,99.1688
6.71517e+06,73666.7,5279.29,1579.71,99.7516
7.05093e+06,76270,5465.09,1591.86,100.339
7.40348e+06,78934.9,5655.23,1604.14,100.932
7.77365e+06,81660.8,5849.68,1616.57,101.531
8.16234e+06,84447,6048.39,1629.17,102.137
8.57045e+06,87293,6251.3,1641.93,102.749
8.99897e+06,90197.8,6458.35,1654.87,103.368
9.44892e+06,93160.4,6669.45,1668,103.995
9.92137e+06,96179.6,6884.54,1681.32,104.629
1e+07,96643.1,6917.56,1683.49,104.733
