energy (eV),92238->92238,92238->6012,6012->92238,6012->6012
9.1,2.75487,0.135957,0.146666,2.28463
9.2,2.78065,0.141073,0.152406,2.30298
9.3,2.80641,0.146224,0.15819,2.3213
9.4,2.83216,0.151411,0.164018,2.33959
9.5,2.85802,0.156661,0.169899,2.35789
9.6,2.88375,0.161917,0.175814,2.37615
9.7,2.90949,0.167213,0.181767,2.39437
9.8,2.93518,0.172531,0.187755,2.41256
9.9,2.96087,0.177884,0.193779,2.43073
10,2.98653,0.18326,0.199836,2.44886
10.1,3.01217,0.188665,0.205925,2.46696
10.605,3.14714,0.217648,0.240781,2.56846
11.1352,3.28575,0.248141,0.276227,2.66846
11.692,3.43073,0.280729,0.314346,2.77321
12.2766,3.58219,0.315524,0.354936,2.88192
12.8904,3.7407,0.352648,0.398247,2.99524
13.535,3.90685,0.392213,0.444366,3.11319
14.2117,4.08058,0.434352,0.493458,3.23601
14.9223,4.26222,0.479204,0.545685,3.36389
15.6684,4.45228,0.526915,0.601214,3.49715
16.4518,4.65121,0.577639,0.66022,3.63594
17.2744,4.85977,0.631543,0.722897,3.78051
18.1381,5.07784,0.688794,0.789435,3.93115
19.0451,5.30587,0.749551,0.859973,4.08786
19.9973,5.54464,0.814053,0.934857,4.25128
20.9972,5.7944,0.882446,1.01416,4.42123
22.047,6.05582,0.955004,1.0983,4.59845
23.1494,6.32934,1.03188,1.18733,4.78273
24.3069,6.61558,1.11339,1.28174,4.97485
25.5222,6.91515,1.19976,1.38173,5.17494
26.7983,7.22847,1.29123,1.48754,5.38321
28.1382,7.55609,1.38804,1.59937,5.5997
29.5451,7.89893,1.49056,1.7178,5.82528
31.0224,8.25761,1.59908,1.84307,6.06014
32.5735,8.63312,1.7139,1.97552,6.30459
34.2022,9.02608,1.83538,2.11557,6.55916
35.9123,9.4371,1.96387,2.2636,6.82413
37.7079,9.86732,2.09975,2.42004,7.10003
39.5933,10.3173,2.24342,2.58534,7.38723
41.573,10.7883,2.3953,2.75997,7.68625
43.6516,11.281,2.55583,2.94442,7.99762
45.8342,11.7967,2.72548,3.13921,8.32189
48.1259,12.3364,2.90473,3.34489,8.65951
50.5322,12.9012,3.09409,3.562,9.01106
53.0588,13.4923,3.29411,3.79116,9.37714
55.7118,14.111,3.50536,4.03299,9.75838
58.4973,14.7585,3.72845,4.28816,10.1554
61.4222,15.4364,3.96403,4.55739,10.5689
64.4933,16.1461,4.21278,4.8414,10.9996
67.718,16.8893,4.47539,5.14096,11.4481
71.1039,17.6674,4.75261,5.45689,11.9154
74.6591,18.4817,5.04518,5.78996,12.4018
78.392,19.3341,5.35391,6.14105,12.9085
82.3116,20.2268,5.67978,6.5113,13.4364
86.4272,21.1611,6.02352,6.90136,13.9859
90.7486,22.1394,6.3862,7.31254,14.5584
95.286,23.1637,6.76879,7.74581,15.1547
100.05,24.2361,7.17233,8.20232,15.7758
105.053,25.3588,7.59789,8.68316,16.4227
110.305,26.5347,8.04675,9.18987,17.0966
115.821,27.7655,8.5199,9.7232,17.7982
121.612,29.0548,9.01896,10.2853,18.5296
127.692,30.4042,9.54481,10.8767,19.2906
134.077,31.8179,10.0994,11.4999,20.084
140.781,33.298,10.6839,12.1559,20.9103
147.82,34.8474,11.2996,12.8458,21.7702
155.211,36.4707,11.9488,13.5726,22.6666
162.971,38.1706,12.6328,14.3374,23.6001
171.12,39.9507,13.3535,15.1421,24.5725
179.676,41.814,14.1123,15.9881,25.5843
188.66,43.7662,14.9121,16.8787,26.6388
198.093,45.8108,15.7545,17.8156,27.7371
207.997,47.9518,16.6418,18.8009,28.8808
218.397,50.1944,17.5762,19.8372,30.0721
229.317,52.5427,18.5601,20.9269,31.3124
240.783,55.0025,19.5963,22.0728,32.6043
252.822,57.5787,20.6873,23.2775,33.9496
265.463,60.277,21.8359,24.544,35.3505
278.736,63.1029,23.045,25.8752,36.8092
292.673,66.0626,24.3177,27.2742,38.328
307.307,69.1625,25.6572,28.7444,39.9093
322.672,72.4095,27.0672,30.2893,41.5557
338.806,75.8106,28.551,31.9126,43.27
355.746,79.373,30.1126,33.618,45.0548
373.533,83.1044,31.7557,35.4096,46.9129
392.21,87.0129,33.4847,37.2916,48.8472
411.821,91.1068,35.3038,39.2681,50.8608
432.412,95.3952,37.2176,41.3439,52.9569
454.032,99.8871,39.231,43.5237,55.1386
476.734,104.592,41.3488,45.8124,57.4093
500.571,109.521,43.5765,48.2152,59.7726
525.599,114.684,45.9196,50.7375,62.232
551.879,120.092,48.3838,53.3851,64.7914
579.473,125.757,50.9754,56.1638,67.4546
608.447,131.691,53.7007,59.0799,70.2257
638.869,137.908,56.5664,62.1398,73.1088
670.812,144.42,59.5797,65.3503,76.1082
704.353,151.241,62.7479,68.7184,79.2284
739.571,158.387,66.0788,72.2514,82.474
776.549,165.873,69.5806,75.9571,85.8499
815.377,173.715,73.2618,79.8434,89.3608
856.146,181.93,77.1315,83.9187,93.012
898.953,190.536,81.199,88.1917,96.8087
943.9,199.552,85.4742,92.6713,100.756
991.095,208.996,89.9676,97.3672,104.86
1040.65,218.891,94.6899,102.289,109.127
1092.68,229.256,99.6527,107.447,113.562
1147.32,240.114,104.868,112.852,118.171
1204.68,251.49,110.348,118.515,122.961
1264.92,263.407,116.106,124.448,127.938
1328.16,275.892,122.156,130.662,133.11
1394.57,288.972,128.513,137.17,138.482
1464.3,302.674,135.191,143.985,144.063
1537.51,317.029,142.207,151.12,149.859
1614.39,332.067,149.577,158.59,155.878
1695.11,347.822,157.319,166.408,162.128
1779.87,364.328,165.451,174.591,168.617
1868.86,381.62,173.993,183.153,175.353
1962.3,399.735,182.964,192.111,182.344
2060.42,418.714,192.386,201.481,189.6
2163.44,438.597,202.281,211.281,197.128
2271.61,459.427,212.673,221.529,204.939
2385.19,481.249,223.586,232.243,213.041
2504.45,504.112,235.044,243.443,221.444
2629.67,528.063,247.077,255.148,230.158
2761.15,553.156,259.71,267.379,239.192
2899.21,579.444,272.974,280.157,248.558
3044.17,606.984,286.901,293.504,258.265
3196.38,635.837,301.521,307.443,268.325
3356.2,666.065,316.869,321.996,278.748
3524.01,697.732,332.982,337.187,289.546
3700.21,730.908,349.895,353.042,300.73
3885.22,765.664,367.648,369.585,312.311
4079.48,802.076,386.282,386.842,324.302
4283.46,840.222,405.841,404.84,336.715
4497.63,880.184,426.367,423.606,349.562
4722.51,922.033,447.901,443.164,362.853
4958.64,965.897,470.512,463.551,376.606
5206.57,1011.84,494.234,484.791,390.831
5466.9,1059.96,519.123,506.912,405.54
5740.24,1110.38,545.246,529.951,420.751
6027.25,1163.2,572.65,553.933,436.473
6328.62,1218.53,601.406,578.894,452.722
6645.05,1276.49,631.576,604.865,469.513
6977.3,1337.21,663.226,631.879,486.858
7326.17,1400.82,696.436,659.971,504.775
7692.47,1467.44,731.264,689.171,523.274
8077.1,1537.25,767.81,719.519,542.374
8480.95,1610.37,806.141,751.047,562.088
8905,1686.96,846.346,783.79,582.431
9350.25,1767.19,888.515,817.784,603.419
9817.76,1851.23,932.742,853.066,625.066
10308.7,1939.26,979.126,889.67,647.388
10824.1,2031.47,1027.77,927.635,670.401
11365.3,2128.06,1078.78,966.996,694.12
11933.6,2229.23,1132.28,1007.79,718.56
12530.2,2335.2,1188.37,1050.05,743.738
13156.7,2446.19,1247.19,1093.82,769.668
13814.6,2562.46,1308.86,1139.14,796.367
14505.3,2684.23,1373.52,1186.03,823.849
15230.6,2811.77,1441.31,1234.54,852.129
15992.1,2945.36,1512.38,1284.7,881.224
16791.7,3085.28,1586.88,1336.54,911.147
17631.3,3231.83,1664.99,1390.11,941.913
18512.9,3385.31,1746.86,1445.43,973.537
19438.5,3546.06,1832.68,1502.54,1006.03
20410.4,3714.41,1922.63,1561.46,1039.41
21430.9,3890.73,2016.92,1622.24,1073.69
22502.5,4075.39,2115.73,1684.9,1108.88
23627.6,4268.77,2219.29,1749.46,1145
24809,4471.29,2327.82,1815.97,1182.04
26049.4,4683.38,2441.56,1884.43,1220.04
27351.9,4905.48,2560.74,1954.88,1258.99
28719.5,5138.07,2685.63,2027.35,1298.9
30155.5,5381.63,2816.48,2101.84,1339.8
31663.3,5636.68,2953.59,2178.39,1381.67
33246.4,5903.75,3097.24,2257,1424.53
34908.8,6183.41,3247.74,2337.69,1468.39
36654.2,6476.24,3405.41,2420.48,1513.25
38486.9,6783.46,3570.91,2505.41,1559.13
40411.2,7104.28,3743.81,2592.42,1606
42431.8,7440.36,3925.01,2681.54,1653.88
44553.4,7793.05,4115.26,2772.83,1702.79
46781.1,8161.26,4313.94,2866.2,1752.69
49120.1,8546.95,4522.15,2961.69,1803.59
51576.1,8951.74,4740.74,3059.33,1855.52
54154.9,9374.27,4968.99,3159.04,1908.43
56862.7,9817.72,5208.62,3260.89,1962.35
59705.8,10280.9,5458.96,3364.78,2017.23
62691.1,10766.7,5721.67,3470.76,2073.11
65825.7,11274.3,5996.19,3578.77,2129.94
69116.9,11806.7,6284.15,3688.82,2187.74
72572.8,12362.9,6585.14,3800.85,2246.47
76201.4,12946,6900.73,3914.87,2306.14
80011.5,13555.6,7230.68,4030.81,2366.71
84012.1,14194.3,7576.48,4148.67,2428.18
88212.7,14862.1,7938.13,4268.39,2490.52
92623.3,15561.6,8316.96,4389.95,2553.73
97254.5,16293.3,8713.28,4513.29,2617.77
102117,17059.2,9128.23,4638.38,2682.62
107223,17860.4,9562.33,4765.16,2748.27
112584,18699.1,10016.8,4893.61,2814.68
118213,19576.4,10492.2,5023.64,2881.83
124124,20494.7,10989.9,5155.23,2949.7
130330,21455,11510.4,5288.3,3018.25
136847,22460.3,12055.3,5422.83,3087.47
143689,23511.5,12625.2,5558.72,3157.31
150874,24611.9,13221.7,5695.95,3227.77
158417,25762.2,13845.3,5834.22,3298.68
166338,26966.4,14498.2,5973.35,3369.95
174655,28225.2,15180.6,6113.15,3441.5
183388,29542.8,15894.9,6253.53,3513.27
192557,30919.8,16641.5,6394.37,3585.21
202185,32361.2,17423,6535.57,3657.26
212294,33867.3,18239.6,6677,3729.35
222909,35443.9,19094.3,6818.54,3801.45
234054,37090.9,19987.3,6960.08,3873.47
245757,38814.8,20921.9,7101.5,3945.36
258045,40615.5,21898.1,7242.67,4017.07
270947,42500.2,22919.8,7383.49,4088.54
284495,44468.5,23986.8,7523.82,4159.69
298719,46528.4,25103.5,7663.57,4230.49
313655,48682.6,26271.2,7802.45,4300.79
329338,50930,27489.4,7940.09,4370.4
345805,53282.5,28764.5,8076.45,4439.31
363095,55742.4,30097.7,8211.43,4507.46
381250,58307.6,31488,8344.96,4574.82
400313,60992.5,32943,8477,4641.37
420328,63799.6,34464.2,8607.47,4707.08
441345,66732.9,36053.7,8736.33,4771.92
463412,69788.8,37709.5,8863.53,4835.88
486582,72987.1,39442.4,8989.05,4898.93
510912,76330.2,41253.7,9112.86,4961.07
536457,79822.4,43145.6,9234.93,5022.28
563280,83468.6,45120.8,9355.26,5082.57
591444,87274.1,47182.2,9473.83,5141.93
621016,91246.6,49334,9590.65,5200.36
652067,95392.9,51579.7,9705.73,5257.87
684670,99720.1,53923.2,9819.09,5314.47
718904,104235,56368.6,9930.74,5370.17
754849,108947,58919.8,10040.7,5424.98
792592,113861,61581.1,10149.1,5478.93
832221,118988,64356.8,10255.8,5532.03
873832,124334,67251.3,10361,5584.32
917524,129908,70269.2,10464.7,5635.82
963400,135720,73415.3,10567,5686.55
1.01157e+06,141777,76694.3,10667.9,5736.56
1.06215e+06,148090,80111.2,10767.5,5785.88
1.11526e+06,154667,83671.1,10865.9,5834.55
1.17102e+06,161518,87379.1,10963.2,5882.6
1.22957e+06,168654,91240.7,11059.3,5930.08
1.29105e+06,176083,95261.2,11154.6,5977.03
1.3556e+06,183817,99446.2,11248.9,6023.5
1.42338e+06,191866,103801,11342.4,6069.53
1.49455e+06,200240,108332,11435.3,6115.16
1.56928e+06,208950,113045,11527.5,6160.45
1.64774e+06,218008,117944,11619.2,6205.45
1.73013e+06,227424,123038,11710.6,6250.2
1.81663e+06,237209,128331,11801.6,6294.76
1.90747e+06,247375,133829,11892.4,6339.16
2.00284e+06,257932,139539,11983.2,6383.47
2.10298e+06,268893,145467,12073.9,6427.72
2.20813e+06,280269,151619,12164.7,6471.97
2.31854e+06,292070,158000,12255.8,6516.26
2.43446e+06,304308,164618,12347.1,6560.63
2.55619e+06,316995,171477,12438.7,6605.13
2.684e+06,330141,178585,12530.9,6649.8
2.8182e+06,343757,185945,12623.6,6694.68
2.95911e+06,357854,193566,12716.9,6739.8
3.10706e+06,372442,201451,12810.9,6785.2
3.26241e+06,387531,209607,12905.6,6830.9
3.42554e+06,403131,218038,13001.2,6876.95
3.59681e+06,419250,226750,13097.7,6923.37
3.77665e+06,435899,235747,13195.1,6970.17
3.96549e+06,453085,245033,13293.5,7017.39
4.16376e+06,470816,254614,13393,7065.05
4.37195e+06,489099,264492,13493.6,7113.15
4.59054e+06,507941,274671,13595.2,7161.73
4.82007e+06,527347,285154,13698,7210.77
5.06108e+06,547311,295938,13801.7,7260.15
5.31413e+06,567838,307025,13906.2,7309.88
5.57984e+06,588932,318418,14011.7,7359.97
5.85883e+06,610594,330117,14118.1,7410.47
6.15177e+06,632825,342122,14225.6,7461.38
6.45936e+06,655626,354433,14334.2,7512.74
6.78233e+06,678994,367050,14444,7564.58
7.12144e+06,702927,379971,14555,7616.91
7.47751e+06,727421,393194,14667.3,7669.78
7.85139e+06,752472,406716,14781.1,7723.23
8.24396e+06,778074,420535,14896.4,7777.32
8.65616e+06,804220,434646,15013.3,7832.09
9.08896e+06,830902,449045,15131.8,7887.55
9.54341e+06,858110,463726,15252.2,7943.74
1e+07,884610,478025,15369.2,7998.28
