energy (eV),92238->92238,92238->6012,6012->92238,6012->6012
896279,2512.26,1039.89,203.1,80.5437
941093,2624.69,1086.53,205.149,81.1713
988147,2741.9,1135.15,207.169,81.789
1.03755e+06,2864.06,1185.82,209.161,82.3973
1.08943e+06,2991.36,1238.6,211.127,82.9967
1.1439e+06,3123.98,1293.58,213.068,83.5877
1.2011e+06,3262.12,1350.83,214.986,84.1707
1.26115e+06,3405.97,1410.44,216.883,84.7464
1.32421e+06,3555.74,1472.48,218.76,85.3153
1.39042e+06,3711.63,1537.05,220.619,85.8779
1.45994e+06,3873.86,1604.23,222.462,86.4349
1.53294e+06,4042.62,1674.1,224.292,86.9867
1.60959e+06,4218.14,1746.75,226.109,87.5341
1.69007e+06,4400.63,1822.27,227.916,88.0775
1.77457e+06,4590.32,1900.76,229.714,88.6177
1.8633e+06,4787.42,1982.29,231.506,89.1552
1.95646e+06,4992.16,2066.96,233.294,89.6906
2.05429e+06,5204.76,2154.87,235.08,90.2244
2.157e+06,5425.45,2246.11,236.865,90.7574
2.26485e+06,5654.45,2340.75,238.651,91.2899
2.37809e+06,5891.99,2438.91,240.44,91.8226
2.497e+06,6138.28,2540.66,242.235,92.3559
2.62185e+06,6393.55,2646.1,244.035,92.8905
2.75294e+06,6658,2755.31,245.844,93.4267
2.89059e+06,6931.87,2868.38,247.663,93.965
3.03512e+06,7215.34,2985.39,249.493,94.5058
3.18687e+06,7508.64,3106.43,251.335,95.0495
3.34622e+06,7811.94,3231.57,253.191,95.5965
3.51353e+06,8125.44,3360.89,255.062,96.1471
3.68921e+06,8449.31,3494.46,256.949,96.7016
3.87367e+06,8783.74,3632.34,258.853,97.2603
4.06735e+06,9128.87,3774.61,260.774,97.8233
4.27072e+06,9484.86,3921.33,262.714,98.3911
4.48425e+06,9851.84,4072.53,264.673,98.9637
4.70846e+06,10229.9,4228.28,266.652,99.5413
4.94389e+06,10619.1,4388.56,268.647,100.123
5.19108e+06,11019.4,4553.37,270.657,100.708
5.45064e+06,11430.9,4722.74,272.681,101.296
5.72317e+06,11853.6,4896.7,274.722,101.889
6.00933e+06,12287.6,5075.24,276.78,102.485
6.30979e+06,12732.8,5258.37,278.855,103.086
6.62528e+06,13189.3,5446.08,280.95,103.692
6.95655e+06,13657,5638.35,283.065,104.303
7.30437e+06,14135.9,5835.15,285.202,104.919
7.66959e+06,14625.8,6036.45,287.361,105.541
8.05307e+06,15126.7,6242.19,289.546,106.17
8.45573e+06,15638.5,6452.33,291.759,106.806
8.87851e+06,16160.9,6666.8,293.999,107.449
9.32244e+06,16693.9,6885.52,296.269,108.1
9.78856e+06,17237.2,7108.41,298.57,108.758
1e+07,17471.9,7204.71,299.587,109.049
