energy (eV),92238,40091,6012
0.01,0.01,0.01,0.01
0.11,0.107092,0.107298,0.0968141
0.21,0.202244,0.203855,0.179782
0.31,0.29736,0.299797,0.26077
0.41,0.392206,0.394665,0.340385
0.51,0.486801,0.488733,0.418972
0.61,0.581135,0.582199,0.49673
0.71,0.675094,0.675179,0.573764
0.81,0.76872,0.767755,0.650176
0.91,0.862056,0.859984,0.726046
1.01,0.955135,0.951909,0.801437
1.11,1.04798,1.04356,0.876398
1.21,1.14062,1.13497,0.950971
1.31,1.23307,1.22615,1.02519
1.41,1.32534,1.31713,1.09908
1.51,1.41744,1.40792,1.17267
1.61,1.50939,1.49852,1.24597
1.71,1.60119,1.58896,1.31902
1.81,1.69286,1.67925,1.39181
1.91,1.7844,1.76938,1.46438
2.01,1.87581,1.85937,1.53672
2.11,1.96711,1.94923,1.60885
2.21,2.05829,2.03896,1.68079
2.31,2.14936,2.12856,1.75254
2.41,2.24034,2.21805,1.8241
2.51,2.33121,2.30743,1.8955
2.61,2.42199,2.39669,1.96672
2.71,2.51267,2.48586,2.03779
2.81,2.60327,2.57492,2.10871
2.91,2.69378,2.66389,2.17948
3.01,2.78421,2.75276,2.2501
3.11,2.87456,2.84154,2.32059
3.21,2.96483,2.93023,2.39094
3.31,3.05502,3.01883,2.46117
3.41,3.14515,3.10736,2.53127
3.51,3.23519,3.1958,2.60126
3.61,3.32517,3.28416,2.67112
3.71,3.41508,3.37245,2.74087
3.81,3.50493,3.46066,2.81051
3.91,3.59471,3.5488,2.88004
4.01,3.68443,3.63687,2.94947
4.11,3.77408,3.72487,3.01879
4.21,3.86368,3.8128,3.08801
4.31,3.95321,3.90066,3.15714
4.41,4.04269,3.98846,3.22617
4.51,4.13211,4.0762,3.29511
4.61,4.22148,4.16388,3.36396
4.71,4.31079,4.25149,3.43272
4.81,4.40005,4.33905,3.50139
4.91,4.48926,4.42654,3.56997
5.01,4.57841,4.51398,3.63848
5.11,4.66752,4.60136,3.7069
5.21,4.75657,4.68869,3.77524
5.31,4.84558,4.77596,3.8435
5.41,4.93454,4.86318,3.91169
5.51,5.02345,4.95035,3.9798
5.61,5.11232,5.03747,4.04783
5.71,5.20114,5.12454,4.11579
5.81,5.28992,5.21155,4.18369
5.91,5.37865,5.29852,4.25151
6.01,5.46734,5.38544,4.31926
6.11,5.55599,5.47231,4.38694
6.21,5.6446,5.55914,4.45456
6.31,5.73316,5.64592,4.52211
6.41,5.82168,5.73265,4.58959
6.51,5.91017,5.81934,4.65701
6.61,5.99861,5.90599,4.72437
6.71,6.08702,5.99259,4.79167
6.81,6.17539,6.07916,4.85891
6.91,6.26371,6.16567,4.92608
7.01,6.35201,6.25215,4.9932
7.11,6.44026,6.33859,5.06026
7.21,6.52848,6.42498,5.12726
7.31,6.61666,6.51134,5.1942
7.41,6.70481,6.59766,5.26109
7.51,6.79292,6.68394,5.32792
7.61,6.881,6.77018,5.3947
7.71,6.96904,6.85638,5.46143
7.81,7.05705,6.94254,5.5281
7.91,7.14503,7.02867,5.59472
8.01,7.23297,7.11476,5.66129
8.11,7.32088,7.20082,5.7278
8.21,7.40876,7.28684,5.79427
8.31,7.49661,7.37282,5.86069
8.41,7.58442,7.45877,5.92705
8.51,7.6722,7.54469,5.99337
8.61,7.75996,7.63057,6.05964
8.71,7.84768,7.71641,6.12587
8.81,7.93537,7.80223,6.19204
8.91,8.02303,7.88801,6.25817
9.01,8.11066,7.97376,6.32425
9.11,8.19827,8.05948,6.39029
9.21,8.28584,8.14516,6.45629
9.31,8.37339,8.23081,6.52224
9.41,8.4609,8.31643,6.58814
9.51,8.54839,8.40203,6.654
9.61,8.63585,8.48759,6.71982
9.71,8.72329,8.57311,6.7856
9.81,8.81069,8.65861,6.85133
