energy (eV),92238,40091,6012
0.01,0.01,0.01,0.01
0.11,0.106928,0.107401,0.0977028
0.21,0.202417,0.203608,0.181945
0.31,0.297723,0.299476,0.264464
0.41,0.392717,0.394461,0.345717
0.51,0.487447,0.488759,0.426017
0.61,0.581907,0.582521,0.505556
0.71,0.675985,0.675842,0.584445
0.81,0.769723,0.768789,0.662779
0.91,0.863164,0.861411,0.740631
1.01,0.956342,0.953744,0.818055
1.11,1.04928,1.04582,0.895096
1.21,1.14201,1.13765,0.971789
1.31,1.23454,1.22927,1.04816
1.41,1.32688,1.32069,1.12424
1.51,1.41906,1.41193,1.20005
1.61,1.51107,1.50299,1.27561
1.71,1.60294,1.59388,1.35093
1.81,1.69467,1.68462,1.42602
1.91,1.78626,1.77521,1.50091
2.01,1.87772,1.86567,1.57559
2.11,1.96906,1.95599,1.65009
2.21,2.06029,2.04618,1.7244
2.31,2.1514,2.13626,1.79855
2.41,2.24241,2.22621,1.87253
2.51,2.33332,2.31606,1.94635
2.61,2.42413,2.4058,2.02001
2.71,2.51484,2.49543,2.09354
2.81,2.60546,2.58497,2.16692
2.91,2.69599,2.67441,2.24017
3.01,2.78644,2.76375,2.31329
3.11,2.8768,2.85301,2.38628
3.21,2.96709,2.94217,2.45915
3.31,3.05729,3.03126,2.5319
3.41,3.14742,3.12026,2.60453
3.51,3.23747,3.20917,2.67706
3.61,3.32746,3.29801,2.74947
3.71,3.41737,3.38678,2.82178
3.81,3.50721,3.47547,2.89399
3.91,3.59699,3.56409,2.9661
4.01,3.6867,3.65263,3.03811
4.11,3.77634,3.74111,3.11003
4.21,3.86593,3.82952,3.18185
4.31,3.95545,3.91787,3.25359
4.41,4.04492,4.00615,3.32523
4.51,4.13432,4.09436,3.39679
4.61,4.22367,4.18252,3.46827
4.71,4.31296,4.27061,3.53966
4.81,4.4022,4.35865,3.61097
4.91,4.49138,4.44663,3.6822
5.01,4.58051,4.53455,3.75336
5.11,4.66959,4.62241,3.82444
5.21,4.75862,4.71022,3.89544
5.31,4.84759,4.79798,3.96637
5.41,4.93652,4.88568,4.03723
5.51,5.0254,4.97333,4.10802
5.61,5.11423,5.06093,4.17874
5.71,5.20302,5.14848,4.24939
5.81,5.29176,5.23598,4.31997
5.91,5.38045,5.32343,4.39049
6.01,5.4691,5.41083,4.46095
6.11,5.5577,5.49818,4.53134
6.21,5.64627,5.58549,4.60167
6.31,5.73479,5.67276,4.67193
6.41,5.82326,5.75998,4.74214
6.51,5.9117,5.84715,4.81228
6.61,6.00009,5.93428,4.88237
6.71,6.08845,6.02137,4.9524
6.81,6.17676,6.10841,5.02237
6.91,6.26504,6.19541,5.09229
7.01,6.35328,6.28238,5.16215
7.11,6.44148,6.3693,5.23196
7.21,6.52964,6.45618,5.30171
7.31,6.61776,6.54302,5.37141
7.41,6.70585,6.62982,5.44105
7.51,6.7939,6.71658,5.51065
7.61,6.88192,6.80331,5.58019
7.71,6.9699,6.88999,5.64969
7.81,7.05784,6.97664,5.71913
7.91,7.14575,7.06325,5.78852
8.01,7.23363,7.14983,5.85787
8.11,7.32147,7.23637,5.92717
8.21,7.40928,7.32287,5.99642
8.31,7.49706,7.40934,6.06562
8.41,7.58481,7.49578,6.13478
8.51,7.67252,7.58218,6.20389
8.61,7.7602,7.66855,6.27296
8.71,7.84785,7.75488,6.34198
8.81,7.93547,7.84118,6.41096
8.91,8.02305,7.92744,6.47989
9.01,8.11061,8.01368,6.54878
9.11,8.19814,8.09988,6.61763
9.21,8.28563,8.18605,6.68644
9.31,8.3731,8.27219,6.7552
9.41,8.46054,8.3583,6.82392
9.51,8.54794,8.44437,6.89261
9.61,8.63532,8.53042,6.96125
9.71,8.72267,8.61643,7.02985
9.81,8.81,8.70242,7.09841
